scenario_id,level,bn_fault_var,bn_fault_state,bfm_var,bfm_fault_state,belief,plausibility,width,empty_set_mass,rank_by_belief,rank_by_plausibility,bfm_rank
7,L2_fault_family_prior_ignorance,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.0,16.0,16.0,
7,L2_fault_family_prior_ignorance,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.0,17.0,17.0,
7,L2_fault_family_prior_ignorance,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.0,18.0,18.0,
7,L2_fault_family_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.0,19.0,19.0,
7,L2_fault_family_prior_ignorance,F_PSU_short,yes,PSF,yes,0.0,0.0,0.0,0.0,20.0,20.0,
8,L2_fault_family_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.0846,1.0,14.0,
8,L2_fault_family_prior_ignorance,F_sw_3,detached,SW3,det,0.0,1.0,1.0,0.0846,2.0,1.0,
8,L2_fault_family_prior_ignorance,F_sw_4,detached,SW4,det,0.0,1.0,1.0,0.0846,3.0,2.0,
8,L2_fault_family_prior_ignorance,F_sw_5,detached,SW5,det,0.0,1.0,1.0,0.0846,4.0,3.0,
8,L2_fault_family_prior_ignorance,F_sw_6,detached,SW6,det,0.0,1.0,1.0,0.0846,5.0,4.0,
8,L2_fault_family_prior_ignorance,F_sw_7,detached,SW7,det,0.0,1.0,1.0,0.0846,6.0,5.0,
8,L2_fault_family_prior_ignorance,F_sw_8,detached,SW8,det,0.0,1.0,1.0,0.0846,7.0,6.0,
8,L2_fault_family_prior_ignorance,F_cable_3,broken,C3,bro,0.0,1.0,1.0,0.0846,8.0,7.0,
8,L2_fault_family_prior_ignorance,F_cable_4,broken,C4,bro,0.0,1.0,1.0,0.0846,9.0,8.0,
8,L2_fault_family_prior_ignorance,F_cable_5,broken,C5,bro,0.0,1.0,1.0,0.0846,10.0,9.0,
8,L2_fault_family_prior_ignorance,F_cable_6,broken,C6,bro,0.0,1.0,1.0,0.0846,11.0,10.0,
8,L2_fault_family_prior_ignorance,F_cable_7,broken,C7,bro,0.0,1.0,1.0,0.0846,12.0,11.0,
8,L2_fault_family_prior_ignorance,F_cable_8,broken,C8,bro,0.0,1.0,1.0,0.0846,13.0,12.0,
8,L2_fault_family_prior_ignorance,F_cable_load,broken,CL,bro,0.0,1.0,1.0,0.0846,14.0,13.0,
8,L2_fault_family_prior_ignorance,F_PSU_short,yes,PSF,yes,0.0,0.0,0.0,0.0846,15.0,15.0,
8,L2_fault_family_prior_ignorance,F_battery,exhausted,Batt,exh,0.0,0.0,0.0,0.0846,16.0,16.0,
8,L2_fault_family_prior_ignorance,F_sw_1,detached,SW1,det,0.0,0.0,0.0,0.0846,17.0,17.0,
8,L2_fault_family_prior_ignorance,F_sw_2,detached,SW2,det,0.0,0.0,0.0,0.0846,18.0,18.0,
8,L2_fault_family_prior_ignorance,F_cable_1,broken,C1,bro,0.0,0.0,0.0,0.0846,19.0,19.0,
8,L2_fault_family_prior_ignorance,F_cable_2,broken,C2,bro,0.0,0.0,0.0,0.0846,20.0,20.0,
11,L2_fault_family_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.08435,1.0,18.0,
11,L2_fault_family_prior_ignorance,F_PSU_short,yes,PSF,yes,0.00027,0.00027,0.0,0.08435,2.0,19.0,
11,L2_fault_family_prior_ignorance,F_sw_1,detached,SW1,det,0.0,1.0,1.0,0.08435,3.0,1.0,
11,L2_fault_family_prior_ignorance,F_sw_2,detached,SW2,det,0.0,1.0,1.0,0.08435,4.0,2.0,
11,L2_fault_family_prior_ignorance,F_sw_3,detached,SW3,det,0.0,1.0,1.0,0.08435,5.0,3.0,
11,L2_fault_family_prior_ignorance,F_sw_4,detached,SW4,det,0.0,1.0,1.0,0.08435,6.0,4.0,
11,L2_fault_family_prior_ignorance,F_sw_5,detached,SW5,det,0.0,1.0,1.0,0.08435,7.0,5.0,
11,L2_fault_family_prior_ignorance,F_sw_6,detached,SW6,det,0.0,1.0,1.0,0.08435,8.0,6.0,
11,L2_fault_family_prior_ignorance,F_sw_7,detached,SW7,det,0.0,1.0,1.0,0.08435,9.0,7.0,
11,L2_fault_family_prior_ignorance,F_sw_8,detached,SW8,det,0.0,1.0,1.0,0.08435,10.0,8.0,
11,L2_fault_family_prior_ignorance,F_cable_1,broken,C1,bro,0.0,1.0,1.0,0.08435,11.0,9.0,
11,L2_fault_family_prior_ignorance,F_cable_2,broken,C2,bro,0.0,1.0,1.0,0.08435,12.0,10.0,
11,L2_fault_family_prior_ignorance,F_cable_3,broken,C3,bro,0.0,1.0,1.0,0.08435,13.0,11.0,
11,L2_fault_family_prior_ignorance,F_cable_4,broken,C4,bro,0.0,1.0,1.0,0.08435,14.0,12.0,
11,L2_fault_family_prior_ignorance,F_cable_5,broken,C5,bro,0.0,1.0,1.0,0.08435,15.0,13.0,
11,L2_fault_family_prior_ignorance,F_cable_6,broken,C6,bro,0.0,1.0,1.0,0.08435,16.0,14.0,
11,L2_fault_family_prior_ignorance,F_cable_7,broken,C7,bro,0.0,1.0,1.0,0.08435,17.0,15.0,
11,L2_fault_family_prior_ignorance,F_cable_8,broken,C8,bro,0.0,1.0,1.0,0.08435,18.0,16.0,
11,L2_fault_family_prior_ignorance,F_cable_load,broken,CL,bro,0.0,1.0,1.0,0.08435,19.0,17.0,
11,L2_fault_family_prior_ignorance,F_battery,exhausted,Batt,exh,0.0,0.0,0.0,0.08435,20.0,20.0,
14,L2_fault_family_prior_ignorance,F_PSU_short,yes,PSF,yes,1.0,1.0,0.0,0.0,1.0,1.0,
14,L2_fault_family_prior_ignorance,F_battery,exhausted,Batt,exh,1.0,1.0,0.0,0.0,2.0,2.0,
14,L2_fault_family_prior_ignorance,F_sw_1,detached,SW1,det,0.03,0.03,0.0,0.0,3.0,3.0,
14,L2_fault_family_prior_ignorance,F_sw_2,detached,SW2,det,0.03,0.03,0.0,0.0,4.0,4.0,
14,L2_fault_family_prior_ignorance,F_sw_3,detached,SW3,det,0.03,0.03,0.0,0.0,5.0,5.0,
14,L2_fault_family_prior_ignorance,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.0,6.0,6.0,
14,L2_fault_family_prior_ignorance,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.0,7.0,7.0,
14,L2_fault_family_prior_ignorance,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.0,8.0,8.0,
14,L2_fault_family_prior_ignorance,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.0,9.0,9.0,
14,L2_fault_family_prior_ignorance,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.0,10.0,10.0,
14,L2_fault_family_prior_ignorance,F_cable_1,broken,C1,bro,0.02,0.02,0.0,0.0,11.0,11.0,
14,L2_fault_family_prior_ignorance,F_cable_2,broken,C2,bro,0.02,0.02,0.0,0.0,12.0,12.0,
14,L2_fault_family_prior_ignorance,F_cable_3,broken,C3,bro,0.02,0.02,0.0,0.0,13.0,13.0,
14,L2_fault_family_prior_ignorance,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.0,14.0,14.0,
14,L2_fault_family_prior_ignorance,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.0,15.0,15.0,
14,L2_fault_family_prior_ignorance,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.0,16.0,16.0,
14,L2_fault_family_prior_ignorance,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.0,17.0,17.0,
14,L2_fault_family_prior_ignorance,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.0,18.0,18.0,
14,L2_fault_family_prior_ignorance,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.0,19.0,19.0,
14,L2_fault_family_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.0,20.0,20.0,
7,L1_local_prior_ignorance,F_battery,exhausted,Batt,exh,1.0,1.0,0.0,0.005,1.0,1.0,
7,L1_local_prior_ignorance,F_sw_1,detached,SW1,det,0.03,0.03,0.0,0.005,2.0,2.0,
7,L1_local_prior_ignorance,F_sw_2,detached,SW2,det,0.03,0.03,0.0,0.005,3.0,3.0,
7,L1_local_prior_ignorance,F_sw_3,detached,SW3,det,0.03,0.03,0.0,0.005,4.0,4.0,
7,L1_local_prior_ignorance,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.005,5.0,5.0,
7,L1_local_prior_ignorance,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.005,6.0,6.0,
7,L1_local_prior_ignorance,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.005,7.0,7.0,
7,L1_local_prior_ignorance,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.005,8.0,8.0,
7,L1_local_prior_ignorance,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.005,9.0,9.0,
7,L1_local_prior_ignorance,F_cable_1,broken,C1,bro,0.02,0.02,0.0,0.005,10.0,10.0,
7,L1_local_prior_ignorance,F_cable_2,broken,C2,bro,0.02,0.02,0.0,0.005,11.0,11.0,
7,L1_local_prior_ignorance,F_cable_3,broken,C3,bro,0.02,0.02,0.0,0.005,12.0,12.0,
7,L1_local_prior_ignorance,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.005,13.0,13.0,
7,L1_local_prior_ignorance,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.005,14.0,14.0,
7,L1_local_prior_ignorance,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.005,15.0,15.0,
7,L1_local_prior_ignorance,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.005,16.0,16.0,
7,L1_local_prior_ignorance,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.005,17.0,17.0,
7,L1_local_prior_ignorance,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.005,18.0,18.0,
7,L1_local_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.005,19.0,19.0,
7,L1_local_prior_ignorance,F_PSU_short,yes,PSF,yes,0.0,0.0,0.0,0.005,20.0,20.0,
8,L1_local_prior_ignorance,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.17281,1.0,3.0,
8,L1_local_prior_ignorance,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.17281,2.0,4.0,
8,L1_local_prior_ignorance,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.17281,3.0,5.0,
8,L1_local_prior_ignorance,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.17281,4.0,6.0,
8,L1_local_prior_ignorance,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.17281,5.0,7.0,
8,L1_local_prior_ignorance,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.17281,6.0,8.0,
8,L1_local_prior_ignorance,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.17281,7.0,9.0,
8,L1_local_prior_ignorance,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.17281,8.0,10.0,
8,L1_local_prior_ignorance,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.17281,9.0,11.0,
8,L1_local_prior_ignorance,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.17281,10.0,12.0,
8,L1_local_prior_ignorance,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.17281,11.0,13.0,
8,L1_local_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.17281,12.0,14.0,
8,L1_local_prior_ignorance,F_PSU_short,yes,PSF,yes,0.0,0.0,0.0,0.17281,13.0,15.0,
8,L1_local_prior_ignorance,F_battery,exhausted,Batt,exh,0.0,0.0,0.0,0.17281,14.0,16.0,
8,L1_local_prior_ignorance,F_sw_1,detached,SW1,det,0.0,0.0,0.0,0.17281,15.0,17.0,
8,L1_local_prior_ignorance,F_sw_2,detached,SW2,det,0.0,0.0,0.0,0.17281,16.0,18.0,
8,L1_local_prior_ignorance,F_sw_3,detached,SW3,det,0.0,1.0,1.0,0.17281,17.0,1.0,
8,L1_local_prior_ignorance,F_cable_1,broken,C1,bro,0.0,0.0,0.0,0.17281,18.0,19.0,
8,L1_local_prior_ignorance,F_cable_2,broken,C2,bro,0.0,0.0,0.0,0.17281,19.0,20.0,
8,L1_local_prior_ignorance,F_cable_3,broken,C3,bro,0.0,1.0,1.0,0.17281,20.0,2.0,
11,L1_local_prior_ignorance,F_sw_1,detached,SW1,det,0.03,0.03,0.0,0.08435,1.0,3.0,
11,L1_local_prior_ignorance,F_sw_2,detached,SW2,det,0.03,0.03,0.0,0.08435,2.0,4.0,
11,L1_local_prior_ignorance,F_sw_3,detached,SW3,det,0.03,0.03,0.0,0.08435,3.0,5.0,
11,L1_local_prior_ignorance,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.08435,4.0,6.0,
11,L1_local_prior_ignorance,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.08435,5.0,7.0,
11,L1_local_prior_ignorance,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.08435,6.0,8.0,
11,L1_local_prior_ignorance,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.08435,7.0,9.0,
11,L1_local_prior_ignorance,F_cable_1,broken,C1,bro,0.02,0.02,0.0,0.08435,8.0,10.0,
11,L1_local_prior_ignorance,F_cable_2,broken,C2,bro,0.02,0.02,0.0,0.08435,9.0,11.0,
11,L1_local_prior_ignorance,F_cable_3,broken,C3,bro,0.02,0.02,0.0,0.08435,10.0,12.0,
11,L1_local_prior_ignorance,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.08435,11.0,13.0,
11,L1_local_prior_ignorance,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.08435,12.0,14.0,
11,L1_local_prior_ignorance,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.08435,13.0,15.0,
11,L1_local_prior_ignorance,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.08435,14.0,16.0,
11,L1_local_prior_ignorance,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.08435,15.0,17.0,
11,L1_local_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.08435,16.0,18.0,
11,L1_local_prior_ignorance,F_PSU_short,yes,PSF,yes,0.00027,0.00027,0.0,0.08435,17.0,19.0,
11,L1_local_prior_ignorance,F_battery,exhausted,Batt,exh,0.0,0.0,0.0,0.08435,18.0,20.0,
11,L1_local_prior_ignorance,F_sw_6,detached,SW6,det,0.0,1.0,1.0,0.08435,19.0,1.0,
11,L1_local_prior_ignorance,F_cable_6,broken,C6,bro,0.0,1.0,1.0,0.08435,20.0,2.0,
14,L1_local_prior_ignorance,F_PSU_short,yes,PSF,yes,1.0,1.0,0.0,0.0,1.0,1.0,
14,L1_local_prior_ignorance,F_battery,exhausted,Batt,exh,1.0,1.0,0.0,0.0,2.0,2.0,
14,L1_local_prior_ignorance,F_sw_1,detached,SW1,det,0.03,0.03,0.0,0.0,3.0,3.0,
14,L1_local_prior_ignorance,F_sw_2,detached,SW2,det,0.03,0.03,0.0,0.0,4.0,4.0,
14,L1_local_prior_ignorance,F_sw_3,detached,SW3,det,0.03,0.03,0.0,0.0,5.0,5.0,
14,L1_local_prior_ignorance,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.0,6.0,6.0,
14,L1_local_prior_ignorance,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.0,7.0,7.0,
14,L1_local_prior_ignorance,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.0,8.0,8.0,
14,L1_local_prior_ignorance,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.0,9.0,9.0,
14,L1_local_prior_ignorance,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.0,10.0,10.0,
14,L1_local_prior_ignorance,F_cable_1,broken,C1,bro,0.02,0.02,0.0,0.0,11.0,11.0,
14,L1_local_prior_ignorance,F_cable_2,broken,C2,bro,0.02,0.02,0.0,0.0,12.0,12.0,
14,L1_local_prior_ignorance,F_cable_3,broken,C3,bro,0.02,0.02,0.0,0.0,13.0,13.0,
14,L1_local_prior_ignorance,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.0,14.0,14.0,
14,L1_local_prior_ignorance,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.0,15.0,15.0,
14,L1_local_prior_ignorance,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.0,16.0,16.0,
14,L1_local_prior_ignorance,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.0,17.0,17.0,
14,L1_local_prior_ignorance,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.0,18.0,18.0,
14,L1_local_prior_ignorance,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.0,19.0,19.0,
14,L1_local_prior_ignorance,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.0,20.0,20.0,
7,L0_complete,F_battery,exhausted,Batt,exh,1.0,1.0,0.0,0.9204,,,1.0
7,L0_complete,F_sw_1,detached,SW1,det,0.03,0.03,0.0,0.9204,,,2.0
7,L0_complete,F_sw_2,detached,SW2,det,0.03,0.03,0.0,0.9204,,,3.0
7,L0_complete,F_sw_3,detached,SW3,det,0.03,0.03,0.0,0.9204,,,4.0
7,L0_complete,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.9204,,,5.0
7,L0_complete,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.9204,,,6.0
7,L0_complete,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.9204,,,7.0
7,L0_complete,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.9204,,,8.0
7,L0_complete,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.9204,,,9.0
7,L0_complete,F_cable_1,broken,C1,bro,0.02,0.02,0.0,0.9204,,,10.0
7,L0_complete,F_cable_2,broken,C2,bro,0.02,0.02,0.0,0.9204,,,11.0
7,L0_complete,F_cable_3,broken,C3,bro,0.02,0.02,0.0,0.9204,,,12.0
7,L0_complete,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.9204,,,13.0
7,L0_complete,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.9204,,,14.0
7,L0_complete,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.9204,,,15.0
7,L0_complete,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.9204,,,16.0
7,L0_complete,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.9204,,,17.0
7,L0_complete,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.9204,,,18.0
7,L0_complete,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.9204,,,19.0
7,L0_complete,F_PSU_short,yes,PSF,yes,0.0,0.0,0.0,0.9204,,,20.0
8,L0_complete,F_sw_3,detached,SW3,det,0.60729,0.60729,0.0,0.95914,,,1.0
8,L0_complete,F_cable_3,broken,C3,bro,0.40486,0.40486,0.0,0.95914,,,2.0
8,L0_complete,F_sw_4,detached,SW4,det,0.03,0.03,0.0,0.95914,,,3.0
8,L0_complete,F_sw_5,detached,SW5,det,0.03,0.03,0.0,0.95914,,,4.0
8,L0_complete,F_sw_6,detached,SW6,det,0.03,0.03,0.0,0.95914,,,5.0
8,L0_complete,F_sw_7,detached,SW7,det,0.03,0.03,0.0,0.95914,,,6.0
8,L0_complete,F_sw_8,detached,SW8,det,0.03,0.03,0.0,0.95914,,,7.0
8,L0_complete,F_cable_4,broken,C4,bro,0.02,0.02,0.0,0.95914,,,8.0
8,L0_complete,F_cable_5,broken,C5,bro,0.02,0.02,0.0,0.95914,,,9.0
8,L0_complete,F_cable_6,broken,C6,bro,0.02,0.02,0.0,0.95914,,,10.0
8,L0_complete,F_cable_7,broken,C7,bro,0.02,0.02,0.0,0.95914,,,11.0
8,L0_complete,F_cable_8,broken,C8,bro,0.02,0.02,0.0,0.95914,,,12.0
8,L0_complete,F_cable_load,broken,CL,bro,0.02,0.02,0.0,0.95914,,,13.0
8,L0_complete,F_lamp,broken,LF,bro,0.015,0.015,0.0,0.95914,,,14.0
8,L0_complete,F_PSU_short,yes,PSF,yes,0.0,0.0,0.0,0.95914,,,15.0
8,L0_complete,F_battery,exhausted,Batt,exh,0.0,0.0,0.0,0.95914,,,16.0
8,L0_complete,F_sw_1,detached,SW1,det,0.0,0.0,0.0,0.95914,,,17.0
8,L0_complete,F_sw_2,detached,SW2,det,0.0,0.0,0.0,0.95914,,,18.0
8,L0_complete,F_cable_1,broken,C1,bro,0.0,0.0,0.0,0.95914,,,19.0
8,L0_complete,F_cable_2,broken,C2,bro,0.0,0.0,0.0,0.95914,,,20.0
11,L0_complete,F_sw_1,detached,SW1,det,0.08652,0.08652,0.0,0.68251,,,1.0
11,L0_complete,F_sw_2,detached,SW2,det,0.08652,0.08652,0.0,0.68251,,,2.0
11,L0_complete,F_sw_3,detached,SW3,det,0.08652,0.08652,0.0,0.68251,,,3.0
11,L0_complete,F_sw_4,detached,SW4,det,0.08652,0.08652,0.0,0.68251,,,4.0
11,L0_complete,F_sw_5,detached,SW5,det,0.08652,0.08652,0.0,0.68251,,,5.0
11,L0_complete,F_sw_6,detached,SW6,det,0.08652,0.08652,0.0,0.68251,,,6.0
11,L0_complete,F_sw_7,detached,SW7,det,0.08652,0.08652,0.0,0.68251,,,7.0
11,L0_complete,F_sw_8,detached,SW8,det,0.08652,0.08652,0.0,0.68251,,,8.0
